Timestamp(ms),Current(uA),D0-D7
19500,13685.915,00000000
19510,13739.002,00000000
19520,13678.126,00000000
19530,13696.458,00000000
19540,13678.096,00000000
19550,13694.325,00000000
19560,13657.373,00000000
19570,14433.583,00000000
19580,14085.806,00000000
19590,13965.884,00000000
19600,13946.607,00000000
19610,13931.474,00000000
19620,13924.787,00000000
19630,13871.470,00000000
19640,13866.840,00000000
19650,13891.864,00000000
19660,13898.293,00000000
19670,14598.276,00000000
19680,14139.648,00000000
19690,13921.347,00000000
19700,13886.704,00000000
19710,13787.017,00000000
19720,13793.729,00000000
19730,14098.158,00000000
19740,14157.657,00000000
19750,14253.255,00000000
19760,14246.946,00000000
19770,14284.075,00000000
19780,14718.708,00000000
19790,14403.456,00000000
19800,14337.414,00000000
19810,14287.536,00000000
19820,14245.604,00000000
19830,14316.681,00000000
19840,14217.330,00000000
19850,14271.299,00000000
19860,14245.317,00000000
19870,14240.937,00000000
19880,14522.089,00000000
19890,13996.604,00000000
19900,13755.119,00000000
19910,13782.898,00000000
19920,13738.022,00000000
19930,13730.714,00000000
19940,13741.198,00000000
19950,13676.710,00000000
19960,13710.847,00000000
19970,13763.903,00000000
19980,13735.822,00000000
19990,14298.630,00000000
20000,14075.729,00000000
20010,14076.329,00000000
20020,14033.830,00000000
20030,13674.349,00000000
20040,13574.737,00000000
20050,13588.246,00000000
20060,13583.899,00000000
20070,13663.273,00000000
20080,13697.171,00000000
20090,14363.522,00000000
20100,13964.950,00000000
20110,13783.338,00000000
20120,13760.305,00000000
20130,13804.617,00000000
20140,13750.025,00000000
20150,13752.062,00000000
20160,13675.698,00000000
20170,13698.739,00000000
20180,13652.895,00000000
20190,13697.712,00000000
20200,13770.460,00000000
20210,13562.218,00000000
20220,13411.347,00000000
20230,13431.162,00000000
20240,13378.661,00000000
20250,13382.521,00000000
20260,13351.011,00000000
20270,13382.168,00000000
20280,13298.876,00000000
20290,13318.126,00000000
20300,13635.811,00000000
20310,13447.378,00000000
20320,13292.711,00000000
20330,13235.006,00000000
20340,13075.556,00000000
20350,12878.324,00000000
20360,12940.250,00000000
20370,12907.256,00000000
20380,12915.357,00000000
20390,12891.943,00000000
20400,13353.327,00000000
20410,13073.746,00000000
20420,12860.995,00000000
20430,12762.215,00000000
20440,12706.094,00000000
20450,12737.461,00000000
20460,12611.192,00000000
20470,12707.664,00000000
20480,12737.356,00000000
20490,12456.718,00000000
20500,12272.670,00000000
20510,12791.938,00000000
20520,12411.515,00000000
20530,12156.545,00000000
20540,12121.952,00000000
20550,12124.438,00000000
20560,12032.421,00000000
20570,12035.399,00000000
20580,12001.742,00000000
20590,11917.344,00000000
20600,11904.357,00000000
20610,12342.979,00000000
20620,12122.000,00000000
20630,11975.536,00000000
20640,11723.237,00000000
20650,11659.811,00000000
20660,11557.266,00000000
20670,11525.199,00000000
20680,11625.474,00000000
20690,11631.021,00000000
20700,11606.532,00000000
20710,11680.480,00000000
20720,12159.857,00000000
20730,11811.282,00000000
20740,11847.671,00000000
20750,11898.599,00000000
20760,11914.746,00000000
20770,11911.483,00000000
20780,11933.838,00000000
20790,11680.545,00000000
20800,11629.577,00000000
20810,11600.806,00000000
20820,12298.672,00000000
20830,11892.803,00000000
20840,11636.877,00000000
20850,11639.291,00000000
20860,11613.114,00000000
20870,11729.385,00000000
20880,11608.122,00000000
20890,11644.505,00000000
20900,11688.027,00000000
20910,11675.776,00000000
20920,11790.998,00000000
20930,12388.903,00000000
20940,11850.022,00000000
20950,11602.678,00000000
20960,11348.648,00000000
20970,11283.926,00000000
20980,11280.500,00000000
20990,11243.844,00000000
21000,11272.220,00000000
21010,11378.142,00000000
21020,11315.059,00000000
21030,11887.630,00000000
21040,11601.682,00000000
21050,11542.190,00000000
21060,11453.288,00000000
21070,11470.913,00000000
21080,11552.086,00000000
21090,11127.222,00000000
21100,10931.658,00000000
21110,10926.553,00000000
21120,10975.719,00000000
21130,11368.574,00000000
21140,11264.447,00000000
21150,11165.096,00000000
21160,11026.380,00000000
21170,10971.312,00000000
21180,10988.912,00000000
21190,10963.981,00000000
21200,10946.547,00000000
21210,10817.736,00000000
21220,10631.534,00000000
21230,10583.936,00000000
21240,11024.111,00000000
21250,10491.321,00000000
21260,10532.977,00000000
21270,10422.295,00000000
21280,10378.367,00000000
21290,10466.246,00000000
21300,10434.036,00000000
21310,10360.984,00000000
21320,10318.991,00000000
21330,10222.376,00000000
21340,10952.371,00000000
21350,10591.727,00000000
21360,10356.247,00000000
21370,10377.189,00000000
21380,10482.903,00000000
21390,10467.331,00000000
21400,10556.102,00000000
21410,10749.105,00000000
21420,10687.716,00000000
21430,10635.024,00000000
21440,10743.332,00000000
21450,11217.073,00000000
21460,11022.740,00000000
21470,10747.857,00000000
