timestamp,device_name,device_address,rssi,distance_m,condition,trial
2026-04-07 19:46:09.484823,EEG Wearable,E1:1B:6D:10:62:56,-70,0.2,line_of_sight,3
2026-04-07 19:46:10.407597,EEG Wearable,E1:1B:6D:10:62:56,-63,0.2,line_of_sight,3
2026-04-07 19:46:10.433136,EEG Wearable,E1:1B:6D:10:62:56,-63,0.2,line_of_sight,3
2026-04-07 19:46:12.314480,EEG Wearable,E1:1B:6D:10:62:56,-67,0.2,line_of_sight,3
2026-04-07 19:46:12.337503,EEG Wearable,E1:1B:6D:10:62:56,-67,0.2,line_of_sight,3
2026-04-07 19:46:13.249637,EEG Wearable,E1:1B:6D:10:62:56,-62,0.2,line_of_sight,3
2026-04-07 19:46:13.278758,EEG Wearable,E1:1B:6D:10:62:56,-62,0.2,line_of_sight,3
2026-04-07 19:46:13.351284,EEG Wearable,E1:1B:6D:10:62:56,-67,0.2,line_of_sight,3
2026-04-07 19:46:13.381738,EEG Wearable,E1:1B:6D:10:62:56,-67,0.2,line_of_sight,3
2026-04-07 19:46:15.246066,EEG Wearable,E1:1B:6D:10:62:56,-59,0.2,line_of_sight,3
2026-04-07 19:46:15.279132,EEG Wearable,E1:1B:6D:10:62:56,-59,0.2,line_of_sight,3
2026-04-07 19:46:16.203410,EEG Wearable,E1:1B:6D:10:62:56,-68,0.2,line_of_sight,3
2026-04-07 19:46:17.017088,EEG Wearable,E1:1B:6D:10:62:56,-61,0.2,line_of_sight,3
2026-04-07 19:46:17.119294,EEG Wearable,E1:1B:6D:10:62:56,-61,0.2,line_of_sight,3
2026-04-07 19:46:17.124314,EEG Wearable,E1:1B:6D:10:62:56,-61,0.2,line_of_sight,3
2026-04-07 19:46:17.852392,EEG Wearable,E1:1B:6D:10:62:56,-62,0.2,line_of_sight,3
2026-04-07 19:46:17.866385,EEG Wearable,E1:1B:6D:10:62:56,-62,0.2,line_of_sight,3
2026-04-07 19:46:17.952571,EEG Wearable,E1:1B:6D:10:62:56,-66,0.2,line_of_sight,3
2026-04-07 19:46:17.965504,EEG Wearable,E1:1B:6D:10:62:56,-67,0.2,line_of_sight,3
2026-04-07 19:46:18.906252,EEG Wearable,E1:1B:6D:10:62:56,-61,0.2,line_of_sight,3
2026-04-07 19:46:18.909107,EEG Wearable,E1:1B:6D:10:62:56,-62,0.2,line_of_sight,3
2026-04-07 19:46:19.623975,EEG Wearable,E1:1B:6D:10:62:56,-61,0.2,line_of_sight,3
2026-04-07 19:46:19.638687,EEG Wearable,E1:1B:6D:10:62:56,-61,0.2,line_of_sight,3
2026-04-07 19:46:19.742356,EEG Wearable,E1:1B:6D:10:62:56,-66,0.2,line_of_sight,3
2026-04-07 19:46:19.756355,EEG Wearable,E1:1B:6D:10:62:56,-66,0.2,line_of_sight,3
2026-04-07 19:46:20.559459,EEG Wearable,E1:1B:6D:10:62:56,-61,0.2,line_of_sight,3
2026-04-07 19:46:21.509257,EEG Wearable,E1:1B:6D:10:62:56,-66,0.2,line_of_sight,3
2026-04-07 19:46:21.523804,EEG Wearable,E1:1B:6D:10:62:56,-66,0.2,line_of_sight,3
2026-04-07 19:46:21.617177,EEG Wearable,E1:1B:6D:10:62:56,-60,0.2,line_of_sight,3
2026-04-07 19:46:21.630715,EEG Wearable,E1:1B:6D:10:62:56,-60,0.2,line_of_sight,3
2026-04-07 19:46:22.452046,EEG Wearable,E1:1B:6D:10:62:56,-62,0.2,line_of_sight,3
2026-04-07 19:46:22.467630,EEG Wearable,E1:1B:6D:10:62:56,-62,0.2,line_of_sight,3
2026-04-07 19:46:22.562008,EEG Wearable,E1:1B:6D:10:62:56,-66,0.2,line_of_sight,3
2026-04-07 19:46:22.576538,EEG Wearable,E1:1B:6D:10:62:56,-66,0.2,line_of_sight,3
2026-04-07 19:46:23.511537,EEG Wearable,E1:1B:6D:10:62:56,-62,0.2,line_of_sight,3
2026-04-07 19:46:23.525962,EEG Wearable,E1:1B:6D:10:62:56,-62,0.2,line_of_sight,3
2026-04-07 19:46:24.352013,EEG Wearable,E1:1B:6D:10:62:56,-66,0.2,line_of_sight,3
2026-04-07 19:46:24.460179,EEG Wearable,E1:1B:6D:10:62:56,-60,0.2,line_of_sight,3
2026-04-07 19:46:24.472107,EEG Wearable,E1:1B:6D:10:62:56,-61,0.2,line_of_sight,3
2026-04-07 19:46:25.405810,EEG Wearable,E1:1B:6D:10:62:56,-66,0.2,line_of_sight,3
2026-04-07 19:46:25.420349,EEG Wearable,E1:1B:6D:10:62:56,-66,0.2,line_of_sight,3
2026-04-07 19:46:27.423590,EEG Wearable,E1:1B:6D:10:62:56,-62,0.2,line_of_sight,3
2026-04-07 19:46:27.425509,EEG Wearable,E1:1B:6D:10:62:56,-62,0.2,line_of_sight,3
2026-04-07 19:46:27.528724,EEG Wearable,E1:1B:6D:10:62:56,-66,0.2,line_of_sight,3
2026-04-07 19:46:27.530721,EEG Wearable,E1:1B:6D:10:62:56,-66,0.2,line_of_sight,3
2026-04-07 19:47:31.072067,EEG Wearable,E1:1B:6D:10:62:56,-64,0.4,line_of_sight,1
2026-04-07 19:47:31.085605,EEG Wearable,E1:1B:6D:10:62:56,-64,0.4,line_of_sight,1
2026-04-07 19:47:33.123950,EEG Wearable,E1:1B:6D:10:62:56,-67,0.4,line_of_sight,1
2026-04-07 19:47:33.155178,EEG Wearable,E1:1B:6D:10:62:56,-67,0.4,line_of_sight,1
2026-04-07 19:47:34.182306,EEG Wearable,E1:1B:6D:10:62:56,-68,0.4,line_of_sight,1
2026-04-07 19:47:34.188317,EEG Wearable,E1:1B:6D:10:62:56,-68,0.4,line_of_sight,1
2026-04-07 19:47:35.212096,EEG Wearable,E1:1B:6D:10:62:56,-67,0.4,line_of_sight,1
