time_s,eeg_amplitude_uv,eeg_blink,eeg_railed,cv_ear,cv_blink,bird_y,game_state,score
0.0022,0.0,0,0,1.0,0,285.0,waiting,0
0.0177,0.0,0,0,1.0,0,286.95,waiting,0
0.0347,0.0,0,0,1.0,0,287.58,waiting,0
0.0517,0.0,0,0,1.0,0,288.24,waiting,0
0.0683,0.0,0,0,1.0,0,288.89,waiting,0
0.0839,0.0,0,0,1.0,0,289.49,waiting,0
0.1009,0.0,0,0,1.0,0,290.08,waiting,0
0.1179,0.0,0,0,1.0,0,290.68,waiting,0
0.1349,0.0,0,0,1.0,0,291.27,waiting,0
0.1515,0.0,0,0,1.0,0,291.84,waiting,0
0.1671,0.0,0,0,1.0,0,292.36,waiting,0
0.1833,0.0,0,0,1.0,0,292.85,waiting,0
0.1994,0.0,0,0,1.0,0,293.33,waiting,0
0.2152,0.0,0,0,1.0,0,293.77,waiting,0
0.2313,0.0,0,0,1.0,0,294.2,waiting,0
0.2468,0.0,0,0,1.0,0,294.6,waiting,0
0.2634,0.0,0,0,1.0,0,294.97,waiting,0
0.2789,0.0,0,0,1.0,0,295.31,waiting,0
0.2956,0.0,0,0,1.0,0,295.62,waiting,0
0.3115,0.0,0,0,1.0,0,295.92,waiting,0
0.327,0.0,0,0,1.0,0,296.16,waiting,0
0.3435,0.0,0,0,1.0,0,296.38,waiting,0
0.3596,0.0,0,0,1.0,0,296.56,waiting,0
0.3752,0.0,0,0,1.0,0,296.73,waiting,0
0.3912,0.0,0,0,1.0,0,296.84,waiting,0
0.4078,0.0,0,0,1.0,0,296.93,waiting,0
0.4245,0.0,0,0,1.0,0,296.98,waiting,0
0.4406,0.0,0,0,1.0,0,297.0,waiting,0
0.4562,0.0,0,0,1.0,0,296.98,waiting,0
0.4727,0.0,0,0,1.0,0,296.93,waiting,0
0.4893,0.0,0,0,1.0,0,296.84,waiting,0
0.5054,0.0,0,0,1.0,0,296.72,waiting,0
0.521,0.0,0,0,1.0,0,296.57,waiting,0
0.5376,0.0,0,0,1.0,0,296.38,waiting,0
0.5533,0.0,0,0,1.0,0,296.15,waiting,0
0.5689,0.0,0,0,1.0,0,295.91,waiting,0
0.5857,0.0,0,0,1.0,0,295.63,waiting,0
0.6018,0.0,0,0,1.0,0,295.3,waiting,0
0.6187,0.0,0,0,1.0,0,294.95,waiting,0
0.6354,0.0,0,0,1.0,0,294.56,waiting,0
0.6515,0.0,0,0,1.0,0,294.16,waiting,0
0.6676,0.0,0,0,1.0,0,293.73,waiting,0
0.6835,0.0,0,0,1.0,0,293.28,waiting,0
0.699,0.0,0,0,1.0,0,292.8,waiting,0
0.7155,0.0,0,0,1.0,0,292.31,waiting,0
0.7316,0.0,0,0,0.31388,0,291.79,waiting,0
0.7472,0.0,0,0,0.31388,0,291.22,waiting,0
0.7633,0.0,0,0,0.27514,0,290.7,waiting,0
0.7789,0.0,0,0,0.27514,0,290.13,waiting,0
0.7955,0.0,0,0,0.3572,0,289.54,waiting,0
0.8115,0.0,0,0,0.3572,0,288.9,waiting,0
0.828,0.0,0,0,0.3572,0,288.33,waiting,0
0.8444,0.0,0,0,0.26757,0,287.67,waiting,0
0.8605,0.0,0,0,0.26757,0,287.05,waiting,0
0.876,0.0,0,0,0.28707,0,286.37,waiting,0
0.8921,0.0,0,0,0.28707,0,285.78,waiting,0
0.9083,0.0,0,0,0.28707,0,285.1,waiting,0
0.9249,0.0,0,0,0.22579,0,284.5,waiting,0
0.941,0.0,0,0,0.22579,0,283.82,waiting,0
0.9586,0.0,0,0,0.22579,0,283.18,waiting,0
0.9753,0.0,0,0,0.24309,0,282.48,waiting,0
0.992,0.0,0,0,0.24309,0,281.85,waiting,0
1.0086,0.0,0,0,0.24309,0,281.2,waiting,0
1.0248,0.0,0,0,0.24305,0,280.57,waiting,0
1.0413,0.0,0,0,0.24305,0,279.98,waiting,0
1.0579,0.0,0,0,0.24305,0,279.4,waiting,0
1.0753,0.0,0,0,0.26106,0,278.81,waiting,0
1.0919,0.0,0,0,0.26106,0,278.21,waiting,0
1.1279,0.0,0,0,0.26106,0,277.69,waiting,0
1.1445,0.0,0,0,0.29959,0,276.6,waiting,0
1.1603,0.0,0,0,0.29959,0,276.13,waiting,0
1.313,0.0,0,0,0.29758,0,275.74,waiting,0
1.3292,0.0,0,0,0.29758,0,273.19,waiting,0
1.3459,0.0,0,0,0.29758,0,273.09,waiting,0
1.3846,0.0,0,0,0.29758,0,273.03,waiting,0
1.4019,0.0,0,0,0.27664,0,273.02,waiting,0
1.4181,0.0,0,0,0.27664,0,273.08,waiting,0
1.4343,0.0,0,0,0.27664,0,273.18,waiting,0
1.4507,0.0,0,0,0.27664,0,273.3,waiting,0
1.4677,0.0,0,0,0.23233,0,273.47,waiting,0
1.4843,0.0,0,0,0.23233,0,273.68,waiting,0
1.5004,0.0,0,0,0.23233,0,273.91,waiting,0
1.5165,0.0,0,0,0.28877,0,274.17,waiting,0
1.5323,0.0,0,0,0.28877,0,274.48,waiting,0
