time_s,eeg_amplitude_uv,eeg_blink,eeg_railed,cv_ear,cv_blink,bird_y,game_state,score
0.0018,0.0,0,0,1.0,0,285.0,waiting,0
0.0169,0.0,0,0,1.0,0,281.72,waiting,0
0.034,0.0,0,0,1.0,0,282.3,waiting,0
0.0506,0.0,0,0,1.0,0,282.97,waiting,0
0.0663,0.0,0,0,1.0,0,283.6,waiting,0
0.0829,0.0,0,0,1.0,0,284.24,waiting,0
0.0998,0.0,0,0,1.0,0,284.92,waiting,0
0.1224,0.0,0,0,1.0,0,285.6,waiting,0
0.1389,0.0,0,0,1.0,0,286.48,waiting,0
0.1561,0.0,0,0,1.0,0,287.15,waiting,0
0.1884,0.0,0,0,1.0,0,287.82,waiting,0
0.2046,0.0,0,0,1.0,0,289.04,waiting,0
0.2211,0.0,0,0,1.0,0,289.67,waiting,0
0.238,0.0,0,0,1.0,0,290.26,waiting,0
0.2543,0.0,0,0,1.0,0,290.86,waiting,0
0.2706,0.0,0,0,1.0,0,291.41,waiting,0
0.2865,0.0,0,0,1.0,0,291.94,waiting,0
0.3024,0.0,0,0,1.0,0,292.45,waiting,0
0.3189,0.0,0,0,1.0,0,292.94,waiting,0
0.3361,0.0,0,0,1.0,0,293.44,waiting,0
0.352,0.0,0,0,1.0,0,293.91,waiting,0
0.3684,0.0,0,0,1.0,0,294.33,waiting,0
0.3846,0.0,0,0,1.0,0,294.72,waiting,0
0.4009,0.0,0,0,1.0,0,295.08,waiting,0
0.4171,0.0,0,0,1.0,0,295.43,waiting,0
0.4337,0.0,0,0,1.0,0,295.73,waiting,0
0.4498,0.0,0,0,1.0,0,296.0,waiting,0
0.4649,0.0,0,0,1.0,0,296.26,waiting,0
0.4813,0.0,0,0,1.0,0,296.45,waiting,0
0.4976,0.0,0,0,1.0,0,296.63,waiting,0
0.5135,0.0,0,0,1.0,0,296.77,waiting,0
0.53,0.0,0,0,1.0,0,296.88,waiting,0
0.5462,0.0,0,0,1.0,0,296.95,waiting,0
0.5631,0.0,0,0,1.0,0,296.99,waiting,0
0.5792,0.0,0,0,1.0,0,297.0,waiting,0
0.5953,0.0,0,0,1.0,0,296.97,waiting,0
0.6118,0.0,0,0,1.0,0,296.9,waiting,0
0.6279,0.0,0,0,1.0,0,296.79,waiting,0
0.6451,0.0,0,0,1.0,0,296.66,waiting,0
0.6616,0.0,0,0,1.0,0,296.48,waiting,0
0.6779,0.0,0,0,1.0,0,296.28,waiting,0
0.6951,0.0,0,0,1.0,0,296.02,waiting,0
0.7118,0.0,0,0,1.0,0,295.74,waiting,0
0.7282,0.0,0,0,1.0,0,295.42,waiting,0
0.7441,0.0,0,0,1.0,0,295.09,waiting,0
0.7602,0.0,0,0,1.0,0,294.72,waiting,0
0.7767,0.0,0,0,1.0,0,294.34,waiting,0
0.7925,0.0,0,0,1.0,0,293.89,waiting,0
0.8093,0.0,0,0,1.0,0,293.48,waiting,0
0.8259,0.0,0,0,1.0,0,292.99,waiting,0
0.8429,0.0,0,0,1.0,0,292.47,waiting,0
0.8591,0.0,0,0,1.0,0,291.92,waiting,0
0.8754,0.0,0,0,1.0,0,291.39,waiting,0
0.8917,0.0,0,0,1.0,0,290.84,waiting,0
0.9075,0.0,0,0,1.0,0,290.27,waiting,0
0.9238,0.0,0,0,1.0,0,289.69,waiting,0
0.9408,0.0,0,0,1.0,0,289.06,waiting,0
0.9561,0.0,0,0,0.28466,0,288.41,waiting,0
0.9723,0.0,0,0,0.28466,0,287.83,waiting,0
0.9887,0.0,0,0,0.31063,0,287.2,waiting,0
1.0046,0.0,0,0,0.31063,0,286.53,waiting,0
1.0207,0.0,0,0,0.31063,0,285.94,waiting,0
1.0372,0.0,0,0,0.26666,0,285.26,waiting,0
1.0539,0.0,0,0,0.26666,0,284.62,waiting,0
1.0705,0.0,0,0,0.27083,0,283.94,waiting,0
1.0871,0.0,0,0,0.27083,0,283.3,waiting,0
1.1038,0.0,0,0,0.27173,0,282.63,waiting,0
1.1205,0.0,0,0,0.27173,0,281.97,waiting,0
1.137,0.0,0,0,0.27173,0,281.36,waiting,0
1.1536,0.0,0,0,0.27489,0,280.71,waiting,0
1.1698,0.0,0,0,0.27489,0,280.12,waiting,0
1.1858,0.0,0,0,0.26379,0,279.51,waiting,0
1.2011,0.0,0,0,0.26379,0,278.95,waiting,0
1.2176,0.0,0,0,0.27693,0,278.44,waiting,0
1.2341,0.0,0,0,0.27693,0,277.91,waiting,0
1.2507,0.0,0,0,0.24004,0,277.37,waiting,0
1.2662,0.0,0,0,0.24004,0,276.89,waiting,0
1.2826,0.0,0,0,0.24004,0,276.43,waiting,0
1.2986,0.0,0,0,0.28051,0,276.0,waiting,0
1.3149,0.0,0,0,0.28051,0,275.59,waiting,0
1.3315,0.0,0,0,0.27524,0,275.18,waiting,0
1.3482,0.0,0,0,0.27524,0,274.83,waiting,0
1.3647,0.0,0,0,0.28767,0,274.48,waiting,0
1.3806,0.0,0,0,0.28767,0,274.19,waiting,0
1.3974,0.0,0,0,0.28767,0,273.93,waiting,0
1.4142,0.0,0,0,0.25029,0,273.68,waiting,0
1.4304,0.0,0,0,0.25029,0,273.47,waiting,0
1.4472,0.0,0,0,0.30621,0,273.31,waiting,0
1.4636,0.0,0,0,0.30621,0,273.18,waiting,0
1.4802,0.0,0,0,0.28547,0,273.08,waiting,0
1.4969,0.0,0,0,0.28547,0,273.02,waiting,0
1.5134,0.0,0,0,0.29196,0,273.0,waiting,0
1.5301,0.0,0,0,0.29196,0,273.01,waiting,0
1.5467,0.0,0,0,0.23379,0,273.07,waiting,0
