time_s,eeg_amplitude_uv,eeg_blink,cv_ear,cv_blink,bird_y,game_state,score
7.0584,-2.8282,0,0.33619,0,210.77,playing,1
7.0745,-2.8282,0,0.33619,0,215.26,playing,1
7.0905,-4.1994,0,0.32633,0,220.04,playing,1
7.1066,-4.1994,0,0.32633,0,225.1,playing,1
7.1223,-4.1994,0,0.32633,0,230.44,playing,1
7.1391,-30.0265,1,0.32406,0,236.06,playing,1
7.1556,-30.0265,0,0.32406,0,229.75,playing,1
7.1713,-30.0265,0,0.32406,0,224.09,playing,1
7.1878,-30.8148,0,0.32406,0,218.72,playing,1
7.2049,-30.8148,0,0.31903,0,213.32,playing,1
7.2217,-18.4719,0,0.31903,0,208.24,playing,1
7.2385,8.7711,0,0.31903,0,203.48,playing,1
7.2548,8.7711,0,0.33613,0,199.28,playing,1
7.2714,21.9851,0,0.33613,0,195.14,playing,1
7.2874,21.9851,0,0.33613,0,191.52,playing,1
7.3035,21.9851,0,,0,188.19,playing,1
7.3196,22.7572,0,,0,185.13,playing,1
7.3354,22.7572,0,,0,182.36,playing,1
7.3522,22.7572,0,,0,179.87,playing,1
7.369,19.2982,0,,0,177.54,playing,1
7.3858,19.2982,0,,0,175.53,playing,1
7.404,15.3742,0,,0,173.84,playing,1
7.4201,11.9685,0,,0,172.4,playing,1
7.4367,11.9685,0,,0,171.4,playing,1
7.4529,8.6386,0,,0,170.66,playing,1
7.4701,8.6386,0,,0,170.25,playing,1
7.4863,8.6386,0,,0,170.13,playing,1
7.5023,2.1449,0,0.29414,0,170.29,playing,1
7.5184,2.1449,0,0.29414,0,170.74,playing,1
7.5347,2.1449,0,0.29414,0,171.47,playing,1
7.551,0.7153,0,0.31501,0,172.48,playing,1
7.5675,0.7153,0,0.31501,0,173.87,playing,1
7.5838,-1.8864,0,0.31501,0,175.47,playing,1
7.601,-1.8864,0,0.30838,0,177.48,playing,1
7.6175,-1.8864,0,0.30838,0,179.8,playing,1
7.6339,-1.9514,0,0.30838,0,182.28,playing,1
7.6509,-1.9514,0,0.3203,0,185.22,playing,1
7.6675,-1.9514,0,0.3203,0,188.48,playing,1
7.6836,-3.0565,0,0.3203,0,191.83,playing,1
7.6993,-3.0565,0,0.31149,0,195.47,playing,1
7.7159,-3.0565,0,0.31149,0,199.38,playing,1
7.7327,-4.0649,0,0.31149,0,203.86,playing,1
7.7499,-4.0649,0,0.30862,0,208.66,playing,1
7.7659,-3.4713,0,0.30862,0,213.77,playing,1
7.7827,-3.4713,0,0.30862,0,218.86,playing,1
7.7983,-3.4713,0,0.30862,0,224.24,playing,1
7.8149,-2.7469,0,0.32071,0,229.9,playing,1
7.8321,-2.7469,0,0.32071,0,236.23,playing,1
7.8482,-2.7469,0,0.32071,0,242.87,playing,1
7.8643,-3.5093,0,,0,249.41,playing,1
7.8804,-3.5093,0,,0,256.23,playing,1
7.8965,-25.3727,1,,0,263.33,playing,1
7.9136,-25.3727,0,0.34083,0,257.02,playing,1
7.9293,-25.3727,0,0.34083,0,251.36,playing,1
7.9451,-25.9682,0,0.34083,0,245.98,playing,1
7.9618,-25.9682,0,,0,240.89,playing,1
7.978,-25.9682,0,,0,235.79,playing,1
7.9946,-0.4726,0,,0,231.27,playing,1
8.0107,-0.4726,0,0.17451,0,227.04,playing,1
8.028,-0.4726,0,0.17451,0,222.86,playing,1
8.0447,21.0687,0,0.17451,0,219.0,playing,1
8.0611,21.0687,0,,0,215.45,playing,1
8.0774,18.416,0,,0,212.4,playing,1
8.0939,18.416,0,,0,209.63,playing,1
8.1107,18.416,0,,0,207.0,playing,1
8.1268,11.1374,0,,0,204.81,playing,1
8.1429,11.1374,0,,0,202.8,playing,1
8.1601,11.1374,0,0.18811,0,201.18,playing,1
8.1767,8.4589,0,0.18811,0,199.79,playing,1
8.194,8.4589,0,0.18811,0,198.71,playing,1
8.2107,8.4589,0,0.27809,1,197.96,playing,1
8.2266,6.1352,0,0.27809,0,197.52,playing,1
8.2422,6.1352,0,0.27809,0,197.37,playing,1
8.2586,3.4392,0,0.28899,0,197.5,playing,1
8.2757,1.853,0,0.28899,0,197.96,playing,1
8.2926,1.853,0,0.28899,0,198.74,playing,1
8.309,0.69,0,0.28899,0,199.75,playing,1
8.3253,0.69,0,0.35711,0,201.14,playing,1
8.3413,0.69,0,0.35711,0,202.73,playing,1
8.3576,-1.6626,0,0.35711,0,204.61,playing,1
8.3736,-1.6626,0,0.32836,0,206.76,playing,1
8.3901,-1.6626,0,0.32836,0,209.2,playing,1
8.4061,-2.3677,0,0.32836,0,212.11,playing,1
8.4225,-2.3677,0,0.32836,0,215.12,playing,1
8.4388,-2.5381,0,,0,218.42,playing,1
8.4559,-2.5381,0,,0,222.25,playing,1
8.4722,-2.5381,0,,0,226.39,playing,1
8.4881,-2.5381,0,0.29925,0,230.57,playing,1
8.5048,-2.5302,0,0.29925,0,235.03,playing,1
8.5215,-2.5302,0,0.29925,0,240.08,playing,1
8.5377,-15.3385,0,0.29925,0,245.13,playing,1
8.5548,-15.3385,0,0.29925,0,250.8,playing,1
8.5721,-29.7255,1,0.31693,0,256.79,playing,1
8.5885,-29.7255,0,0.31693,0,250.48,playing,1
