wall_time,trial,event,freq_hz
1776012906.9439168,224,standard,1000
1776012908.1430168,225,standard,1000
1776012909.3432043,226,standard,1000
1776012910.5437584,227,standard,1000
1776012911.7428071,228,standard,1000
1776012912.942955,229,standard,1000
1776012914.1435082,230,standard,1000
1776012915.3431334,231,standard,1000
1776012916.543618,232,standard,1000
1776012917.743095,233,standard,1000
1776012918.9434469,234,deviant,2000
1776012920.1429048,235,standard,1000
1776012921.3438659,236,standard,1000
1776012922.5429769,237,deviant,2000
1776012923.7430992,238,standard,1000
1776012924.9431372,239,standard,1000
1776012926.1435037,240,standard,1000
1776012927.343953,241,standard,1000
1776012928.5432777,242,standard,1000
1776012929.7433376,243,deviant,2000
1776012930.9428267,244,standard,1000
1776012932.1431112,245,standard,1000
1776012933.3433135,246,standard,1000
1776012934.5430655,247,standard,1000
1776012935.7440145,248,standard,1000
1776012936.94343,249,standard,1000
1776012938.1430528,250,standard,1000
1776012939.3439856,251,standard,1000
1776012940.5441387,252,deviant,2000
1776012941.743289,253,standard,1000
1776012942.9438064,254,standard,1000
1776012944.1432106,255,deviant,2000
1776012945.3435125,256,standard,1000
1776012946.5432281,257,standard,1000
1776012947.7433474,258,standard,1000
1776012948.9430678,259,standard,1000
1776012950.143414,260,standard,1000
1776012951.343041,261,deviant,2000
1776012952.543551,262,standard,1000
1776012953.743133,263,standard,1000
1776012954.9432456,264,deviant,2000
1776012956.1433477,265,standard,1000
1776012957.3434565,266,standard,1000
1776012958.5426078,267,standard,1000
1776012959.742954,268,standard,1000
1776012960.9431252,269,standard,1000
1776012962.1439617,270,standard,1000
1776012963.3430314,271,standard,1000
1776012964.5440197,272,standard,1000
1776012965.7440512,273,deviant,2000
1776012966.943683,274,standard,1000
1776012968.1428516,275,standard,1000
1776012969.3437161,276,standard,1000
1776012970.5430899,277,standard,1000
1776012971.7432635,278,standard,1000
1776012972.944247,279,standard,1000
1776012974.143939,280,standard,1000
1776012975.3431275,281,standard,1000
1776012976.5438564,282,standard,1000
1776012977.7431903,283,standard,1000
1776012978.943347,284,standard,1000
1776012980.14262,285,deviant,2000
1776012981.343175,286,standard,1000
1776012982.5437288,287,standard,1000
1776012983.7428858,288,deviant,2000
1776012984.9429786,289,standard,1000
1776012986.1430523,290,standard,1000
1776012987.343521,291,standard,1000
1776012988.5438786,292,standard,1000
1776012989.7434535,293,standard,1000
1776012990.9429085,294,standard,1000
1776012992.143444,295,standard,1000
1776012993.3432143,296,standard,1000
1776012994.543812,297,standard,1000
1776012995.742974,298,standard,1000
1776012996.943126,299,standard,1000
1776012998.1438825,300,deviant,2000
1776012999.3431108,301,standard,1000
